Record_ID,Plant_ID,Stack_ID,Flow_Rate_m3_hr,TS,PM2.5,SO2,NOx,Unit,Status,Lat_Lon
E13983,PL-02,S-01,1332.7,15-01-2025 08:00 UTC,204.7,241.3,74.4,ug/m3,FAULT,"19.077,72.8779"
E13984,PL-03,S-01,3825.3,15-01-2025 13:30,-11.5,111.7,60.7,ug/m3,MAINT,"12.9715,77.5941"
E13985,PL-03,S-02,4738.1,15-01-2025 13:30,94.2,119.0,235.0,ug/m3,FAULT,"12.9727,77.5941"
E13986,PL-03,S-03,1725.1,15-01-2025 13:30,152.4,15.0,7777.0,ug/m3,MAINT,"12.9727,77.5946"
E13987,LOC-DEL-01,A-01,NULL,15/01/2025 13:30,143.1,198.8,70.4,mg/Nm3,OK,"28.6134,77.2097"
E13988,LOC-DEL-02,A-02,0.0,15-01-2025 13:30,170.7,163.9,33.5,ug/m3, maint,"28.6195,77.2147"
E13989,LOC-MUM-01,A-01,0.0,15-01-2025 13:30,-7.1,144.1,258.6,ug/m3,OK,"19.0756,72.8769"
E13990,LOC-BLR-01,A-01,,15-01-2025 13:30,158.5,138.5,97.7,ug/m3,MAINT,"12.9711,77.594"
E13991,PL-01,S-01,1175.2,15-01-2025 13:45,64.3,30.3,80.8,ug/m3,offline,"13.0834,80.2705"
E13992,PL-01,S-02,2323.8,15-01-2025 13:45,202.3,15.0,136.7,ug/m3,Error 404,"13.0832,80.2716"
E13993,PL-02,S-01,1049.2,15-01-2025 13:45,99.4,230.6,220.2,ug/m3,MAINT,"19.0753,72.8779"
E13995,PL-03,S-02,2851.3,15-01-2025 13:45,122.0,124.3,89.2,ug/m3,FAULT,"12.9714,77.5943"
E13996,PL-03,S-03,3874.6,15/01/2025 13:45,157.4,71.1,74.1,ug/m3,  MAINT ,"12.9727,77.5957"
E13997,LOC-DEL-01,A-01,NULL,15-01-2025 13:45,124.5,142.5,135.2,ug/m3,error,"28.6142,77.2082"
E13998,LOC-DEL-02,A-02,0,15-01-2025 13:45,113.1,< 2.0,139.0,ug/m3,OK,"28.6199,77.216"
E13999,LOC-MUM-01,A-01,NULL,15-01-2025 13:45,114.0,53.8,-6.1,ug/m3,FAULT,"19.0763,72.8769"
E14000,LOC-BLR-01,A-01,0,15-01-2025 13:45,204.1,15.0,194.7,ug/m3,FAULT,"12.9716,77.5942"
E14001,PL-01,S-01,1041.3,15-01-2025 14:00,133.5,213.5,115.4,ug/m3,MAINT,"13.0836,80.2717"
E14002,PL-01,S-02,1092.9,15-01-2025 14:00,99.4,108.6,206.4,µg/m³, fault ,"13.0831,80.2716"
E14003,PL-02,S-01,1288.6,15-01-2025 14:00,157.1,86.4,9999.0,ug/m3, maint,"19.0757,72.8774"
E14004,PL-03,S-01,4774.9,15-01-2025 14:00,99.4,23.4,BDL,ug/m3,FAULT,"12.9712,77.5952"
E14005,PL-03,S-02,2379.0,15-01-2025 14:00,<5.0,185.8,< 5.0,ug/m3, fault ,"12.9713,77.5942"
E14006,PL-03,S-03,3388.4,2025-01-15 14:00:00,118.9,76.6,79.2,µg/m³,FAULT,"12.9708,77.5944"
E14007,LOC-DEL-01,A-01,0.0,15-01-2025 14:00,-10.2,126.5,102.0,ug/m3,OK,"28.6145,77.2094"
E14008,LOC-DEL-02,A-02,NULL,15-01-2025 14:00,204.7,213.5,106.6,ug/m3,  MAINT ,"28.6199,77.2154"
E14009,LOC-MUM-01,A-01,0,15-01-2025 14:00,127.8,196.3,22.4,ug/m3,FAULT,"19.077,72.8777"
E14010,LOC-BLR-01,A-01,0,15-01-2025 14:00,169.7,47.0,167.4,ug/m3,MAINT,"12.9716,77.5949"
E14011,PL-01,S-01,1194.4,15/01/2025 14:15,85.7,64.3,102.7,µg/m³,down,"13.0819,80.2697"
E14012,PL-01,S-02,3439.4,15-01-2025 14:15,138.1,-14.1,123.6,ug/m3,OK,"13.0836,80.2709"
E14013,PL-02,S-01,2921.5,15-01-2025 14:15,182.9,219.7,80.0,ug/m3,MAINT,"19.0753,72.8776"
E14014,PL-03,S-01,4134.9,15-01-2025 14:15,147.5,59.9,109.8,ug/m3,  MAINT ,"12.9708,77.5946"
E14015,PL-03,S-02,4847.0,15-01-2025 08:45 UTC,121.7,133.8,91.4,mg/Nm3,FAULT,"12.972,77.5949"
E14016,PL-03,S-03,3020.7,15-01-2025 14:15,111.3,71.2,-3.1,mg/Nm3,DOWN  ,"12.9719,77.5951"
E14017,LOC-DEL-01,A-01,,15-01-2025 14:15,118.7,216.0,147.8,ug/m3,FAULT,"28.6133,77.2084"
E14019,LOC-MUM-01,A-01,0,15-01-2025 14:15,121.1,78.5,139.6,ug/m3,FAULT,"19.0751,72.8784"
E14020,LOC-BLR-01,A-01,0.0,14-01-2025 24:15,63.4,26.9,135.2,ug/m3,OK,"12.9706,77.5948"
E14022,PL-01,S-02,2791.9,15-01-2025 14:30,106.0,156.9,58.7,ug/m3,maintenance,"13.083,80.2712"
E14023,PL-02,S-01,1129.5,15-01-2025 14:30,<2.0,140.9,145.6,ug/m3,FAULT,"19.0755,72.8772"
E14024,PL-03,S-01,2412.7,15/01/2025 14:30,298.0,77.8,133.6,mg/Nm3,FAULT,"12.9708,77.5954"
E14026,PL-03,S-03,1395.8,15-01-2025 14:30,167.0,253.3,134.6,µg/m³,OK,"12.9727,77.595"
E14028,LOC-DEL-02,A-02,,15-01-2025 14:30,107.3,154.6,143.3,µg/m³,error,"28.6192,77.2156"
E14029,LOC-MUM-01,A-01,,15-01-2025 14:30,167.2,43.7,20.6,ug/m3,FAULT,"19.0764,72.8776"
E14030,LOC-BLR-01,A-01,0,15/01/2025 14:30,166.8,199.6,113.5,mg/Nm3, ok ,"12.9711,77.5939"
E14031,PL-01,S-01,1203.7,15-01-2025 14:45,6500.0,140.0,259.8,µg/m³,FAULT,"13.0823,80.2699"
E14032,PL-01,S-02,3416.5,15/01/2025 14:45,70.8,82.2,182.1,ug/m3,OK,"13.0826,80.2711"
E14033,PL-02,S-01,2603.2,15-01-2025 14:45,171.1,148.4,86.7,µg/m³,OK,"19.077,72.8773"
E14034,PL-03,S-01,1786.4,15-01-2025 14:45,31.1,143.7,138.2,ug/m3,OK,"12.9707,77.5939"
E14035,PL-03,S-02,4869.7,15-01-2025 09:15 UTC,163.7,99.4,8500.0,ug/m3,MAINT,"12.971,77.5956"
E14036,PL-03,S-03,4119.0,15-01-2025 14:45,76.8,83.9,213.5,mg/Nm3,MAINT,"12.9722,77.5951"
E14037,LOC-DEL-01,A-01,,15-01-2025 14:45,192.1,205.0,-13.1,mg/Nm3,maintenance,"28.6132,77.2083"
E14038,LOC-DEL-02,A-02,,15-01-2025 09:15 UTC,125.2,126.8,48.3,ug/m3,MAINT,"28.6195,77.2149"
E14039,LOC-MUM-01,A-01,0.0,15-01-2025 14:45,,131.5,105.1,ug/m3,OK,"19.0753,72.8775"
E14040,LOC-BLR-01,A-01,0.0,15-01-2025 14:45,164.9,15.0,124.3,ug/m3,error,"12.9707,77.5955"
E14041,PL-01,S-01,3858.3,15-01-2025 15:00,129.1,82.5,121.5,ug/m3,MAINT,"13.0831,80.2708"
E14042,PL-01,S-02,4399.2,15-01-2025 15:00,136.1,< 4.0,53.4,ug/m3,FAULT,"13.0832,80.2706"
E14043,PL-02,S-01,3110.9,15-01-2025 15:00,171.2,80.8,133.5,ug/m3,FAULT,"19.0759,72.8775"
E14044,PL-03,S-01,2613.8,15-01-2025 15:00,-3.0,127.1,215.8,ug/m3,OK,"12.9723,77.5952"
E14045,PL-03,S-02,1292.8,15-01-2025 09:30 UTC,,104.2,70.2,ug/m3,FAULT,"12.9713,77.596"
E14046,PL-03,S-03,3186.4,15-01-2025 15:00,175.2,170.4,116.1,ug/m3,MAINT,"12.9724,77.5948"
E14047,LOC-DEL-01,A-01,NULL,15-01-2025 15:00,126.2,,142.5,ug/m3,FAULT,"28.6144,77.2083"
E14048,LOC-DEL-02,A-02,,15-01-2025 15:00,43.5,79.4,161.5,ug/m3,FAULT,"28.6201,77.2157"
E14049,LOC-MUM-01,A-01,NULL,15-01-2025 15:00,-5.5,113.9,BDL,ug/m3, ok ,"19.0755,72.8786"
E14050,LOC-BLR-01,A-01,,15-01-2025 15:00,214.1,15.0,212.3,ug/m3,FAULT,"12.972,77.5942"
E14051,PL-01,S-01,3562.3,15-01-2025 15:15,157.9,131.0,113.1,ug/m3,OK,"80.2707,13.0827"
E14052,PL-01,S-02,2680.9,15-01-2025 15:15,9999.0,77.7,15.0,ug/m3,ok ,"13.0831,80.2714"
E14053,PL-02,S-01,4779.4,15-01-2025 15:15,-10.8,164.7,97.8,mg/Nm3,OK,"19.0767,72.8775"
E14054,PL-03,S-01,4492.8,15-01-2025 15:15,194.9,119.0,BDL,mg/Nm3,MAINT,"12.9715,77.5942"
E14055,PL-03,S-02,2583.8,15-01-2025 15:15,123.1,105.9,136.8,ug/m3,MAINT,"12.9718,77.5948"
E14056,PL-03,S-03,4235.7,15-01-2025 15:15,127.7,156.0,177.1,ug/m3,OK,"12.9713,77.5947"
E14058,LOC-DEL-02,A-02,0,15-01-2025 15:15,161.5,70.9,<2.0,ug/m3,OFFLINE,"28.6209,77.215"
E14059,LOC-MUM-01,A-01,0,15-01-2025 15:15,46.1,204.9,,mg/Nm3,MAINT,"19.0769,72.878"
E14060,LOC-BLR-01,A-01,,15-01-2025 15:15,171.1,172.7,138.1,mg/Nm3,MAINT,"12.9708,77.5943"
E14061,PL-01,S-01,1280.3,15-01-2025 15:30,-14.1,156.1,94.6,ug/m3,maintenance,"13.0819,80.2707"
E14062,PL-01,S-02,3619.6,15-01-2025 15:30,195.0,136.2,186.6,ug/m3,OK,"13.0822,80.2716"
E14063,PL-02,S-01,3284.1,15-01-2025 10:00 UTC,68.6,120.4,170.6,ug/m3,OK,"19.0754,72.878"
E14064,PL-03,S-01,1500.3,15-01-2025 15:30,-9.8,162.0,161.9,ug/m3,MAINT,"12.9706,77.5949"
E14066,PL-03,S-03,4105.3,15-01-2025 15:30,39.3,BDL,9999.0,ug/m3,MAINT,"12.9718,77.5947"
E14068,LOC-DEL-02,A-02,0.0,15-01-2025 15:30,106.2,263.6,117.6,ug/m3,offline,"28.6194,77.2158"
E14069,LOC-MUM-01,A-01,,15-01-2025 15:30,179.3,,224.7,µg/m³,FAULT,"19.0762,72.8777"
E14070,LOC-BLR-01,A-01,0.0,15-01-2025 15:30,-2.7,158.3,170.5,ug/m3,OK,"12.9715,77.5942"
E14071,PL-01,S-01,4850.6,15-01-2025 10:15 UTC,154.1,-7.1,175.5,ug/m3,FAULT,"13.0831,80.2711"
E14072,PL-01,S-02,1634.6,15-01-2025 15:45,19.1,113.2,<5.0,ug/m3, Ok,"13.0826,80.2713"
E14073,PL-02,S-01,3085.8,15-01-2025 15:45,116.7,< 5.0,100.9,ug/m3,MAINT,"19.0752,72.8773"
E14074,PL-03,S-01,1685.0,15-01-2025 15:45,142.0,102.9,42.9,ug/m3,FAULT,"12.9707,77.5944"
E14075,PL-03,S-02,3251.8,15-01-2025 15:45,84.9,203.6,100.1,ug/m3,down,"12.9716,77.5941"
E14076,PL-03,S-03,4969.7,15-01-2025 15:45,165.7,124.3,<5.0,ug/m3,FAULT,"12.972,77.5957"
E14077,LOC-DEL-01,A-01,,15-01-2025 15:45,75.6,18.8,,ug/m3, maint,"28.6146,77.2099"
E14078,LOC-DEL-02,A-02,0.0,15-01-2025 15:45,<1.0,8500.0,49.9,ug/m3,OFFLINE,"28.6191,77.2151"
E14079,LOC-MUM-01,A-01,NULL,15-01-2025 15:45,233.6,60.6,41.8,mg/Nm3,FAULT,"19.0753,72.8773"
E14080,LOC-BLR-01,A-01,0,15-01-2025 15:45,163.3,167.6,49.3,ug/m3,,"12.9708,77.5946"
E14081,PL-01,S-01,1088.6,15-01-2025 16:00,126.4,83.7,203.8,µg/m³, ok ,"13.0831,80.2711"
E14082,PL-01,S-02,4093.1,15-01-2025 16:00,34.0,82.5,-10.0,ug/m3, ok ,"13.0834,80.2708"
E14083,PL-02,S-01,2941.6,15-01-2025 16:00,7777.0,103.7,107.4,ug/m3,OK,"19.0755,72.8782"
E14084,PL-03,S-01,2262.9,15-01-2025 16:00,146.1,48.7,< 5.0,ug/m3,  MAINT ,"12.9721,77.5953"
E14085,PL-03,S-02,2910.2,15-01-2025 16:00,115.0,187.7,187.1,ug/m3,MAINT,"12.9715,77.5953"
E14086,PL-03,S-03,4500.5,15-01-2025 16:00,-11.2,97.3,74.7,µg/m³,FAULT,"12.9712,77.5944"
E14087,LOC-DEL-01,A-01,NULL,15-01-2025 16:00,BDL,196.2,155.4,µg/m³, maint,"28.6144,77.2083"
E14088,LOC-DEL-02,A-02,NULL,15-01-2025 10:30 UTC,181.7,105.3,145.2,ug/m3,FAULT,"28.6194,77.2142"
E14089,LOC-MUM-01,A-01,0.0,15-01-2025 16:00,170.0,117.5,178.7,µg/m³,OFFLINE,"19.0765,72.877"
E14090,LOC-BLR-01,A-01,0,14-01-2025 24:00,139.5,275.5,187.6,mg/Nm3,maintenance,"12.9716,77.595"
E14091,PL-01,S-01,3129.7,15-01-2025 16:15,15.0,178.6,107.6,ug/m3,Error 404,"13.0822,80.2705"
E14092,PL-01,S-02,4288.8,15-01-2025 16:15,156.2,<4.0,176.7,ug/m3,  OK  ,"13.0829,80.2717"
E14093,PL-02,S-01,2581.9,15-01-2025 16:15,-9.7,149.0,9999.0,ug/m3,MAINT,"19.0766,72.8777"
E14094,PL-03,S-01,2731.7,15-01-2025 16:15,207.5,89.1,121.4,ug/m3,OK,"12.972,77.5945"
E14095,PL-03,S-02,3338.4,15-01-2025 16:15,-9.1,112.6,86.5,ug/m3, maint,"12.9723,77.5957"
E14096,PL-03,S-03,4533.6,15-01-2025 16:15,167.7,52.6,145.9,µg/m³,down,"12.972,77.595"
E14097,LOC-DEL-01,A-01,,15-01-2025 16:15,24.0,189.3,81.4,ug/m3,FAULT,"28.6144,77.2096"
E14098,LOC-DEL-02,A-02,0.0,15-01-2025 16:15,189.4,67.0,99.3,ug/m3, Ok,"28.6201,77.2141"
E14099,LOC-MUM-01,A-01,0.0,15-01-2025 16:15,8500.0,172.4,< 2.0,ug/m3,FAULT,"19.0764,72.8783"
E14100,LOC-BLR-01,A-01,NULL,15-01-2025 16:15,202.5,86.3,167.9,ug/m3,FAULT,"12.9716,77.5941"
E14101,PL-01,S-01,3843.8,15-01-2025 16:30,105.8,204.8,92.4,ug/m3,OK,"13.0827,80.27"
E14102,PL-01,S-02,1615.6,15-01-2025 16:30,173.1,146.5,235.8,mg/Nm3,error,"13.0822,80.2718"
E14103,PL-02,S-01,3297.4,15-01-2025 16:30,90.4,15.0,130.0,ug/m3,FAULT,"19.0756,72.8772"
E14104,PL-03,S-01,2666.9,15-01-2025 16:30,110.7,< 5.0,18.3,ug/m3,FAULT,"12.9723,77.5942"
E14105,PL-03,S-02,3755.2,15-01-2025 16:30,77.5,57.2,154.8,ug/m3,FAULT,"12.9716,77.5951"
E14106,PL-03,S-03,1037.2,15-01-2025 16:30,-4.0,< 5.0,78.7,mg/Nm3,MAINT,"12.9711,77.5942"
E14107,LOC-DEL-01,A-01,0.0,15-01-2025 16:30,96.7,157.2,188.2,ug/m3,  MAINT ,"28.6148,77.2087"
E14108,LOC-DEL-02,A-02,NULL,15-01-2025 16:30,71.6,140.2,<2.0,ug/m3,FAULT,"28.6193,77.2142"
E14109,LOC-MUM-01,A-01,NULL,15-01-2025 16:30,170.2,125.0,-10.2,ug/m3,OK,"19.0756,72.8778"
E14111,PL-01,S-01,2434.9,15-01-2025 16:45,33.2,101.6,191.0,ug/m3,OFFLINE,"13.0832,80.2704"
E14112,PL-01,S-02,4633.0,15-01-2025 16:45,103.6,15.0,167.6,µg/m³, maint,"13.0831,80.2718"
E14113,PL-02,S-01,3921.7,15-01-2025 16:45,172.8,132.2,168.8,ug/m3,error,"19.0764,72.8773"
E14114,PL-03,S-01,1324.5,15-01-2025 16:45,206.8,178.1,89.9,µg/m³,MAINT,"12.9713,77.5938"
E14115,PL-03,S-02,2415.6,15-01-2025 16:45,48.9,87.9,122.8,ug/m3,FAULT,"12.9712,77.5955"
E14116,PL-03,S-03,2357.5,15-01-2025 16:45,252.0,134.4,129.3,ug/m3,FAULT,"12.9725,77.5952"
E14117,LOC-DEL-01,A-01,,15-01-2025 16:45,293.9,124.1,-2.8,ug/m3,error,"28.6137,77.2094"
E14118,LOC-DEL-02,A-02,0,15-01-2025 16:45,-3.7,228.7,199.6,mg/Nm3,FAULT,"28.6191,77.2149"
E14119,LOC-MUM-01,A-01,0.0,15-01-2025 16:45,120.5,48.2,-3.5,µg/m³,MAINT,"19.0756,72.8776"
E14120,LOC-BLR-01,A-01,0.0,15-01-2025 16:45,105.9,138.8,77.6,ug/m3, fault ,"12.9725,77.5937"
E14121,PL-01,S-01,3124.0,15-01-2025 17:00,156.6,170.7,167.3,ug/m3,OK,"13.0836,80.2713"
E14122,PL-01,S-02,3090.8,15-01-2025 17:00,167.2,163.2,113.0,ug/m3,OK,"13.0838,80.2705"
E14123,PL-02,S-01,1318.2,15-01-2025 17:00,24.5,190.0,180.4,ug/m3,MAINT,"19.0766,72.8786"
E14124,PL-03,S-01,4576.3,15-01-2025 17:00,BDL,198.4,124.0,ug/m3,MAINT,"12.9723,77.5949"
E14125,PL-03,S-02,2239.8,15-01-2025 17:00,115.7,84.0,128.8,ug/m3,OK,"12.9728,77.5949"
E14126,PL-03,S-03,2100.6,15-01-2025 17:00,<5.0,103.0,19.6,ug/m3,  MAINT ,"12.9716,77.5954"
E14127,LOC-DEL-01,A-01,0,15/01/2025 17:00,262.3,98.6,8500.0,ug/m3, maint,"28.6137,77.2082"
E14128,LOC-DEL-02,A-02,NULL,15-01-2025 17:00,190.8,45.0,233.8,ug/m3,FAULT,"28.6195,77.2141"
E14129,LOC-MUM-01,A-01,NULL,15-01-2025 17:00,6500.0,243.3,165.2,ug/m3,OK,"19.0756,72.8784"
E14130,LOC-BLR-01,A-01,0.0,15-01-2025 11:30 UTC,15.0,174.3,102.9,ug/m3,,"12.9716,77.5941"
E14131,PL-01,S-01,3061.3,15-01-2025 17:15,147.0,42.4,75.2,mg/Nm3,FAULT,"13.0819,80.2704"
E14132,PL-01,S-02,2173.5,15-01-2025 17:15,140.1,169.2,142.5,ug/m3,OK,"13.082,80.2703"
E14133,PL-02,S-01,1002.6,15-01-2025 17:15,244.7,189.4,101.3,mg/Nm3,FAULT,"19.076,72.8779"
E14134,PL-03,S-01,1557.9,15-01-2025 17:15,151.1,206.7,194.1,µg/m³,OK,"12.9711,77.5941"
E14135,PL-03,S-02,4002.1,15-01-2025 17:15,158.6,174.8,224.4,ug/m3,error,"77.595,12.972"
E14136,PL-03,S-03,2904.5,15/01/2025 17:15,-10.8,28.5,172.6,ug/m3,OK,"12.9715,77.5953"
E14137,LOC-DEL-01,A-01,0.0,15-01-2025 17:15,123.5,144.6,28.6,ug/m3,OFFLINE,"28.613,77.2085"
E14138,LOC-DEL-02,A-02,NULL,15-01-2025 17:15,91.8,160.1,,ug/m3,OK,"28.6199,77.2148"
E14139,LOC-MUM-01,A-01,,15-01-2025 17:15,200.9,-12.3,41.9,ug/m3,error,"19.0756,72.8785"
E14140,LOC-BLR-01,A-01,,15-01-2025 17:15,18.8,65.5,219.1,ug/m3,FAULT,"12.9722,77.5937"
E14142,PL-01,S-02,3837.2,15-01-2025 17:30,211.7,168.1,,ug/m3,MAINT,"13.0827,80.2706"
E14143,PL-02,S-01,1315.4,15-01-2025 17:30,15.0,83.7,232.5,ug/m3,MAINT,"19.0765,72.8776"
E14144,PL-03,S-01,4715.0,15-01-2025 17:30,187.5,-3.0,98.1,ug/m3, maint,"12.9717,77.5944"
E14145,PL-03,S-02,1086.4,15-01-2025 17:30,137.5,113.3,-7.2,mg/Nm3,DOWN  ,"12.9718,77.5944"
E14146,PL-03,S-03,2183.2,15-01-2025 17:30,67.0,<5.0,-6.1,mg/Nm3,FAULT,"12.9726,77.5942"
E14147,LOC-DEL-01,A-01,0,15-01-2025 17:30,150.2,9999.0,<2.0,ug/m3,offline,"28.6137,77.208"
E14148,LOC-DEL-02,A-02,,15-01-2025 17:30,,122.7,146.8,ug/m3,FAULT,"28.6209,77.2154"
E14149,LOC-MUM-01,A-01,NULL,15-01-2025 17:30,58.2,113.8,135.1,ug/m3,MAINT,"19.076,-999.0"
E14150,LOC-BLR-01,A-01,0.0,15-01-2025 17:30,129.8,131.8,70.7,ug/m3,FAULT,"12.9713,77.594"
E14151,PL-01,S-01,2615.7,15-01-2025 17:45,101.5,200.2,210.5,ug/m3,OK,"13.0827,-999.0"
E14152,PL-01,S-02,4131.6,15-01-2025 12:15 UTC,-12.0,90.4,136.8,ug/m3, maint,"13.0822,80.2711"
E14153,PL-02,S-01,1871.6,15-01-2025 17:45,170.3,199.0,100.5,ug/m3,OK,19.076;72.8777
E14154,PL-03,S-01,4040.6,15-01-2025 17:45,156.4,40.1,-11.5,ug/m3,ok ,"12.9713,77.5949"
E14155,PL-03,S-02,1379.2,15-01-2025 17:45,193.6,204.9,-8.5,ug/m3,FAULT,"12.9727,77.5943"
E14156,PL-03,S-03,1186.4,15-01-2025 17:45,187.8,134.7,47.3,ug/m3,OK,"12.9718,77.5955"
E14157,LOC-DEL-01,A-01,0.0,15-01-2025 17:45,34.0,86.8,72.3,mg/Nm3,FAULT,"28.6147,77.2097"
E14158,LOC-DEL-02,A-02,,15-01-2025 17:45,111.3,126.6,184.6,ug/m3,MAINT,"28.6204,77.216"
E14159,LOC-MUM-01,A-01,0.0,15-01-2025 17:45,39.0,94.3,64.6,ug/m3,MAINT,"19.0766,72.8767"
E14160,LOC-BLR-01,A-01,NULL,15-01-2025 17:45,54.4,109.1,192.0,ug/m3,FAULT,"12.9713,77.5955"
E14163,PL-02,S-01,4929.4,15-01-2025 18:00,170.3,119.8,57.0,ug/m3,MAINT,"19.0756,72.8784"
E14164,PL-03,S-01,2155.5,15-01-2025 18:00,82.1,7777.0,161.3,mg/Nm3,FAULT,"12.9711,77.595"
E14165,PL-03,S-02,2137.8,15-01-2025 18:00,217.8,148.6,105.6,ug/m3,OK,"12.9717,77.5954"
E14166,PL-03,S-03,4190.2,15-01-2025 18:00,15.0,109.3,46.8,ug/m3,MAINT,"12.9709,77.5952"
E14167,LOC-DEL-01,A-01,NULL,15-01-2025 18:00,242.7,193.1,-14.2,ug/m3,FAULT,"28.613,77.2098"
E14168,LOC-DEL-02,A-02,NULL,15-01-2025 18:00,133.2,177.1,115.5,ug/m3,FAULT,"28.6205,77.2157"
E14169,LOC-MUM-01,A-01,0,15-01-2025 18:00,15.0,165.4,144.4,ug/m3,  MAINT ,19.076;72.8777
E14170,LOC-BLR-01,A-01,0,15-01-2025 18:00,180.2,138.0,184.8,ug/m3, fault ,"12.9707,77.5943"
E14171,PL-01,S-01,3454.8,15/01/2025 18:15,131.5,148.1,215.4,µg/m³,MAINT,"13.0834,80.27"
E14172,PL-01,S-02,1014.2,15-01-2025 18:15,115.4,124.0,91.5,ug/m3,OK,"13.0826,80.2718"
E14173,PL-02,S-01,2159.9,15-01-2025 12:45 UTC,147.8,205.8,89.0,ug/m3,OK,"19.0755,72.8779"
E14174,PL-03,S-01,2494.6,15-01-2025 18:15,-5.5,191.6,192.2,ug/m3,error,"12.9718,77.5942"
E14175,PL-03,S-02,1001.0,2025-01-15 18:15:00,-2.3,82.5,137.0,µg/m³,OK,"12.9724,77.5949"
E14176,PL-03,S-03,1588.0,15/01/2025 18:15,9999.0,166.9,102.8,ug/m3,FAULT,"12.9724,77.5956"
E14177,LOC-DEL-01,A-01,,15-01-2025 18:15,143.0,99.6,165.4,ug/m3,FAULT,"28.6137,77.2086"
E14178,LOC-DEL-02,A-02,0,15-01-2025 18:15,155.5,108.0,116.0,ug/m3,down,"28.6191,77.2149"
E14179,LOC-MUM-01,A-01,,15-01-2025 18:15,BDL,172.8,86.4,ug/m3,FAULT,"19.0754,72.8776"
E14180,LOC-BLR-01,A-01,,15-01-2025 18:15,84.0,148.3,113.1,ug/m3,down,"12.9719,77.5939"
E14182,PL-01,S-02,3483.3,15-01-2025 13:00 UTC,176.6,<4.0,196.0,ug/m3,MAINT,"13.0828,80.2711"
E14183,PL-02,S-01,3589.4,15-01-2025 18:30,224.2,73.8,67.0,ug/m3,OK,"19.0758,72.8774"
E14184,PL-03,S-01,3427.3,15-01-2025 18:30,-10.8,160.1,<5.0,ug/m3,OK,"12.9708,77.5942"
E14185,PL-03,S-02,4191.0,15-01-2025 18:30,119.6,167.1,184.1,µg/m³,OK,"12.9725,77.5943"
E14186,PL-03,S-03,1317.6,15-01-2025 18:30,157.5,115.5,170.6,ug/m3,FAULT,"12.9712,77.5941"
E14187,LOC-DEL-01,A-01,0,15-01-2025 18:30,-4.2,187.2,199.3,ug/m3, fault ,"28.6147,77.2099"
E14188,LOC-DEL-02,A-02,0.0,15-01-2025 18:30,127.4,89.5,118.7,ug/m3,MAINT,"28.6207,77.2152"
E14189,LOC-MUM-01,A-01,0,15-01-2025 18:30,32.7,88.5,98.0,ug/m3,FAULT,"19.0758,72.8785"
E14190,LOC-BLR-01,A-01,0,15-01-2025 18:30,116.9,-3.4,136.9,mg/Nm3,FAULT,"12.9719,77.5955"
E14191,PL-01,S-01,2532.2,15-01-2025 18:45,118.0,216.2,51.2,ug/m3,OK,"13.0836,80.2699"
E14192,PL-01,S-02,1357.5,15-01-2025 18:45,142.9,84.0,62.0,ug/m3,OFFLINE,"13.0823,80.2718"
E14193,PL-02,S-01,1142.6,15-01-2025 18:45,,98.9,83.1,ug/m3,  MAINT ,"19.0757,72.878"
E14194,PL-03,S-01,2629.7,15-01-2025 18:45,182.7,-13.2,104.6,ug/m3,OFFLINE,"12.9716,77.5947"
E14195,PL-03,S-02,3657.2,15-01-2025 18:45,136.4,28.1,154.9,ug/m3,down,"12.9712,77.5953"
E14196,PL-03,S-03,4927.3,15-01-2025 18:45,15.0,67.7,159.6,ug/m3,  MAINT ,"12.9727,77.5953"
E14197,LOC-DEL-01,A-01,0.0,15-01-2025 18:45,144.0,221.0,25.9,ug/m3,FAULT,"28.6142,77.2087"
E14198,LOC-DEL-02,A-02,,15-01-2025 18:45,162.4,159.1,-6.4,ug/m3,error,"28.6209,77.2155"
E14199,LOC-MUM-01,A-01,0.0,15-01-2025 18:45,6500.0,142.3,129.6,ug/m3, Ok,"19.0752,72.8777"
E14200,LOC-BLR-01,A-01,,15-01-2025 18:45,190.9,125.9,15.0,mg/Nm3,MAINT,"12.9708,77.5947"
E14201,PL-01,S-01,1954.1,15-01-2025 19:00,163.7,54.3,-7.7,ug/m3,MAINT,"13.0833,80.2714"
E14202,PL-01,S-02,1876.5,15-01-2025 19:00,234.8,BDL,128.1,ug/m3,FAULT,"13.0837,80.2708"
E14203,PL-02,S-01,1934.7,15-01-2025 19:00,< 2.0,59.6,63.5,ug/m3,MAINT,"19.0765,72.8768"
E14204,PL-03,S-01,1042.1,15-01-2025 19:00,79.5,<5.0,201.1,µg/m³,FAULT,"12.9713,77.5939"
E14205,PL-03,S-02,2617.4,15-01-2025 19:00,-10.2,110.3,165.2,ug/m3,OK,"12.9716,77.5959"
E14206,PL-03,S-03,2456.0,15-01-2025 19:00,146.4,-4.0,7777.0,ug/m3,MAINT,"12.9714,77.5948"
E14207,LOC-DEL-01,A-01,0.0,15-01-2025 19:00,266.3,144.4,90.7,ug/m3, maint,"28.6138,77.2094"
E14208,LOC-DEL-02,A-02,0,15-01-2025 19:00,8500.0,132.9,115.9,ug/m3,OK,"28.6201,77.2143"
E14209,LOC-MUM-01,A-01,NULL,15-01-2025 19:00,178.5,131.1,-13.2,ug/m3,MAINT,"19.0765,72.8781"
