Rule,Step,Record_ID,Column,Old,New
R10,,E13471,PM2.5,114.90196078431373,
R10,,E13471,SO2,173.13725490196077,
R10,,E13471,NOx,71.27450980392157,
R10,,E13491,PM2.5,91.07843137254902,
R10,,E13491,SO2,191.07843137254903,
R10,,E13491,NOx,67.74509803921568,
R10,,E13521,PM2.5,225.49019607843138,
R10,,E13521,SO2,155.0,
R10,,E13521,NOx,209.31372549019608,
R10,,E13581,PM2.5,14.215686274509803,
R10,,E13581,SO2,159.60784313725492,
R10,,E13581,NOx,147.94117647058823,
R10,,E13631,PM2.5,103.52941176470587,
R10,,E13631,SO2,110.7843137254902,
R10,,E13631,NOx,9802.450980392157,
R10,,E13671,PM2.5,393.2037917806419,
R10,,E13671,SO2,183.72549019607843,
R10,,E13671,NOx,104.99999999999999,
R10,,E13691,PM2.5,7624.019607843137,
R10,,E13691,SO2,70.7843137254902,
R10,,E13691,NOx,102.15686274509804,
R10,,E13711,PM2.5,182.2549019607843,
R10,,E13711,SO2,73.33333333333333,
R10,,E13711,NOx,26.470588235294116,
R10,,E13731,PM2.5,153.0392156862745,
R10,,E13731,SO2,121.37254901960783,
R10,,E13731,NOx,149.01960784313727,
R10,,E13771,PM2.5,393.2037917806419,
R10,,E13771,SO2,75.0,
R10,,E13771,NOx,178.33333333333334,
R10,,E13781,PM2.5,123.52941176470588,
R10,,E13781,SO2,184.80392156862746,
R10,,E13781,NOx,63.23529411764706,
R10,,E13801,PM2.5,151.76470588235296,
R10,,E13801,SO2,134.01960784313724,
R10,,E13801,NOx,149.70588235294116,
R10,,E13821,PM2.5,169.90196078431373,
R10,,E13821,SO2,107.94117647058823,
R10,,E13821,NOx,154.80392156862746,
R10,,E13891,PM2.5,110.09803921568627,
R10,,E13891,SO2,110.98039215686275,
R10,,E13891,NOx,111.86274509803921,
R10,,E13911,PM2.5,92.05882352941177,
R10,,E13911,SO2,85.88235294117646,
R10,,E13911,NOx,147.94117647058823,
R10,,E13931,PM2.5,64.6078431372549,
R10,,E13931,SO2,191.9607843137255,
R10,,E13931,NOx,116.37254901960785,
R10,,E14001,PM2.5,130.39215686274508,
R10,,E14001,SO2,208.8235294117647,
R10,,E14001,NOx,112.64705882352942,
R10,,E14041,PM2.5,126.078431372549,
R10,,E14041,SO2,80.3921568627451,
R10,,E14041,NOx,118.62745098039215,
R10,,E14061,PM2.5,393.2037917806419,
R10,,E14061,SO2,152.54901960784312,
R10,,E14061,NOx,92.25490196078431,
R10,,E14171,PM2.5,128.4313725490196,
R10,,E14171,SO2,144.70588235294116,
R10,,E14171,NOx,210.68627450980392,
R10,,E14201,PM2.5,160.0,
R10,,E14201,SO2,52.745098039215684,
R10,,E14201,NOx,415.8247707775128,
R10,,E14211,PM2.5,234.31372549019608,
R10,,E14211,SO2,75.09803921568627,
R10,,E14211,NOx,151.47058823529412,
R10,,E14221,PM2.5,108.62745098039215,
R10,,E14221,SO2,187.35294117647058,
R10,,E14221,NOx,109.70588235294117,
R10,,E14251,PM2.5,393.2037917806419,
R10,,E14251,SO2,145.0,
R10,,E14251,NOx,298.43137254901956,
R10,,E14391,PM2.5,393.2037917806419,
R10,,E14391,SO2,134.7058823529412,
R10,,E14391,NOx,161.27450980392157,
R10,,E14411,PM2.5,32.25490196078431,
R10,,E14411,SO2,96.76470588235294,
R10,,E14411,NOx,14.215686274509803,
R10,,E14471,PM2.5,219.90196078431373,
R10,,E14471,SO2,9802.450980392157,
R10,,E14471,NOx,136.96078431372547,
R10,,E14481,PM2.5,14.215686274509803,
R10,,E14481,SO2,158.33333333333334,
R10,,E14481,NOx,160.39215686274508,
R10,,E14491,PM2.5,44.509803921568626,
R10,,E14491,SO2,414.52625962812147,
R10,,E14491,NOx,227.84313725490196,
R10,,E14501,PM2.5,153.62745098039215,
R10,,E14501,SO2,230.68627450980392,
R10,,E14501,NOx,415.8247707775128,
R10,,E14511,PM2.5,160.19607843137254,
R10,,E14511,SO2,173.82352941176472,
R10,,E14511,NOx,134.41176470588235,
R10,,E14571,PM2.5,393.2037917806419,
R10,,E14571,SO2,221.5686274509804,
R10,,E14571,NOx,174.01960784313727,
R10,,E14581,PM2.5,6372.058823529412,
R10,,E14581,SO2,143.4313725490196,
R10,,E14581,NOx,48.8235294117647,
R10,,E14651,PM2.5,41.96078431372548,
R10,,E14651,SO2,7624.019607843137,
R10,,E14651,NOx,73.72549019607844,
R10,,E14671,PM2.5,393.2037917806419,
R10,,E14671,SO2,180.68627450980392,
R10,,E14671,NOx,154.2156862745098,
R10,,E14741,PM2.5,7624.019607843137,
R10,,E14741,SO2,414.52625962812147,
R10,,E14741,NOx,415.8247707775128,
R10,,E14771,PM2.5,111.37254901960783,
R10,,E14771,SO2,104.31372549019608,
R10,,E14771,NOx,157.54901960784312,
R10,,E14841,PM2.5,115.68627450980392,
R10,,E14841,SO2,145.58823529411765,
R10,,E14841,NOx,70.98039215686275,
R10,,E14881,PM2.5,124.11764705882352,
R10,,E14881,SO2,134.90196078431373,
R10,,E14881,NOx,149.50980392156862,
R10,,E14931,PM2.5,393.2037917806419,
R10,,E14931,SO2,141.66666666666666,
R10,,E14931,NOx,415.8247707775128,
R10,,E15041,PM2.5,393.2037917806419,
R10,,E15041,SO2,132.15686274509804,
R10,,E15041,NOx,85.68627450980392,
R10,,E15061,PM2.5,140.0,
R10,,E15061,SO2,193.52941176470588,
R10,,E15061,NOx,109.31372549019608,
R10,,E15071,PM2.5,151.17647058823528,
R10,,E15071,SO2,152.45098039215685,
R10,,E15071,NOx,119.6078431372549,
R10,,E15101,PM2.5,135.98039215686273,
R10,,E15101,SO2,94.90196078431372,
R10,,E15101,NOx,175.7843137254902,
R10,,E15121,PM2.5,393.2037917806419,
R10,,E15121,SO2,196.27450980392155,
R10,,E15121,NOx,99.31372549019608,
R10,,E15181,PM2.5,97.54901960784314,
R10,,E15181,SO2,134.31372549019608,
R10,,E15181,NOx,111.56862745098039,
R10,,E15231,PM2.5,41.76470588235294,
R10,,E15231,SO2,414.52625962812147,
R10,,E15231,NOx,106.47058823529412,
R10,,E15241,PM2.5,86.27450980392156,
R10,,E15241,SO2,217.84313725490193,
R10,,E15241,NOx,90.88235294117648,
R10,,E15281,PM2.5,242.54901960784315,
R10,,E15281,SO2,62.843137254901954,
R10,,E15281,NOx,89.01960784313725,
R10,,E15321,PM2.5,14.215686274509803,
R10,,E15321,SO2,113.0392156862745,
R10,,E15321,NOx,127.74509803921569,
R10,,E15331,PM2.5,129.80392156862746,
R10,,E15331,SO2,107.35294117647058,
R10,,E15331,NOx,109.80392156862744,
R10,,E15361,PM2.5,69.01960784313727,
R10,,E15361,SO2,191.1764705882353,
R10,,E15361,NOx,214.11764705882354,
R10,,E15381,PM2.5,169.90196078431373,
R10,,E15381,SO2,85.58823529411764,
R10,,E15381,NOx,123.13725490196077,
R10,,E15401,PM2.5,104.50980392156862,
R10,,E15401,SO2,202.15686274509804,
R10,,E15401,NOx,176.66666666666666,
R10,,E15471,PM2.5,212.15686274509804,
R10,,E15471,SO2,120.88235294117646,
R10,,E15471,NOx,90.58823529411765,
R10,,E15541,PM2.5,39.6078431372549,
R10,,E15541,SO2,119.90196078431372,
R10,,E15541,NOx,121.47058823529412,
R10,,E15571,PM2.5,29.6078431372549,
R10,,E15571,SO2,109.41176470588235,
R10,,E15571,NOx,76.27450980392156,
R10,,E15581,PM2.5,144.90196078431373,
R10,,E15581,SO2,284.5098039215686,
R10,,E15581,NOx,163.03921568627453,
R10,,E15631,PM2.5,393.2037917806419,
R10,,E15631,SO2,414.52625962812147,
R10,,E15631,NOx,44.509803921568626,
R10,,E15671,PM2.5,159.60784313725492,
R10,,E15671,SO2,414.52625962812147,
R10,,E15671,NOx,181.8627450980392,
R10,,E15851,PM2.5,105.29411764705883,
R10,,E15851,SO2,136.47058823529412,
R10,,E15851,NOx,185.98039215686273,
R10,,E15891,PM2.5,124.50980392156862,
R10,,E15891,SO2,47.254901960784316,
R10,,E15891,NOx,26.176470588235293,
R10,,E15921,PM2.5,161.47058823529412,
R10,,E15921,SO2,106.27450980392157,
R10,,E15921,NOx,123.8235294117647,
R10,,E15981,PM2.5,50.490196078431374,
R10,,E15981,SO2,9802.450980392157,
R10,,E15981,NOx,174.80392156862746,
R10,,E16071,PM2.5,181.8627450980392,
R10,,E16071,SO2,160.49019607843135,
R10,,E16071,NOx,151.66666666666666,
R10,,E16141,PM2.5,210.19607843137254,
R10,,E16141,SO2,90.58823529411765,
R10,,E16141,NOx,151.27450980392157,
R10,,E16171,PM2.5,162.54901960784315,
R10,,E16171,SO2,8332.843137254902,
R10,,E16171,NOx,194.80392156862743,
R10,,E16181,PM2.5,128.23529411764707,
R10,,E16181,SO2,414.52625962812147,
R10,,E16181,NOx,148.82352941176472,
R10,,E16201,PM2.5,150.49019607843138,
R10,,E16201,SO2,101.86274509803921,
R10,,E16201,NOx,175.3921568627451,
R10,,E16211,PM2.5,126.56862745098039,
R10,,E16211,SO2,164.9019607843137,
R10,,E16211,NOx,76.17647058823529,
R10,,E16311,PM2.5,69.41176470588235,
R10,,E16311,SO2,82.25490196078432,
R10,,E16311,NOx,47.45098039215686,
R10,,E16321,PM2.5,132.7450980392157,
R10,,E16321,SO2,131.5686274509804,
R10,,E16321,NOx,40.78431372549019,
R10,,E16361,PM2.5,134.2156862745098,
R10,,E16361,SO2,85.19607843137256,
R10,,E16361,NOx,110.58823529411764,
R10,,E16401,PM2.5,240.2941176470588,
R10,,E16401,SO2,414.52625962812147,
R10,,E16401,NOx,147.74509803921566,
R10,,E16421,PM2.5,77.94117647058823,
R10,,E16421,SO2,6372.058823529412,
R10,,E16421,NOx,144.11764705882354,
R10,,E16431,PM2.5,190.58823529411765,
R10,,E16431,SO2,88.92156862745098,
R10,,E16431,NOx,32.94117647058824,
R10,,E16451,PM2.5,205.98039215686273,
R10,,E16451,SO2,215.58823529411765,
R10,,E16451,NOx,91.76470588235293,
R10,,E16461,PM2.5,393.2037917806419,
R10,,E16461,SO2,199.70588235294116,
R10,,E16461,NOx,69.70588235294117,
R10,,E16471,PM2.5,62.15686274509804,
R10,,E16471,SO2,215.7843137254902,
R10,,E16471,NOx,85.29411764705883,
R10,,E16511,PM2.5,99.31372549019608,
R10,,E16511,SO2,156.37254901960785,
R10,,E16511,NOx,140.19607843137254,
R10,,E16531,PM2.5,393.2037917806419,
R10,,E16531,SO2,136.07843137254903,
R10,,E16531,NOx,119.80392156862746,
R10,,E16571,PM2.5,175.19607843137254,
R10,,E16571,SO2,85.68627450980392,
R10,,E16571,NOx,21.176470588235293,
R10,,E16601,PM2.5,116.37254901960785,
R10,,E16601,SO2,414.52625962812147,
R10,,E16601,NOx,415.8247707775128,
R10,,E16611,PM2.5,111.9607843137255,
R10,,E16611,SO2,9802.450980392157,
R10,,E16611,NOx,28.529411764705884,
R10,,E16621,PM2.5,112.35294117647058,
R10,,E16621,SO2,165.39215686274508,
R10,,E16621,NOx,415.8247707775128,
R10,,E16631,PM2.5,145.09803921568627,
R10,,E16631,SO2,134.60784313725492,
R10,,E16631,NOx,7624.019607843137,
R10,,E16681,PM2.5,128.72549019607845,
R10,,E16681,SO2,132.64705882352942,
R10,,E16681,NOx,228.8235294117647,
R10,,E16711,PM2.5,166.5686274509804,
R10,,E16711,SO2,414.52625962812147,
R10,,E16711,NOx,180.98039215686273,
R10,,E16721,PM2.5,119.70588235294117,
R10,,E16721,SO2,141.07843137254903,
R10,,E16721,NOx,87.15686274509804,
R10,,E16741,PM2.5,68.92156862745098,
R10,,E16741,SO2,414.52625962812147,
R10,,E16741,NOx,190.88235294117646,
R10,,E16791,PM2.5,178.0392156862745,
R10,,E16791,SO2,139.7058823529412,
R10,,E16791,NOx,87.05882352941175,
R10,,E16821,PM2.5,148.62745098039215,
R10,,E16821,SO2,14.215686274509803,
R10,,E16821,NOx,138.52941176470588,
R10,,E16831,PM2.5,112.54901960784314,
R10,,E16831,SO2,140.49019607843138,
R10,,E16831,NOx,9802.450980392157,
R10,,E16941,PM2.5,102.94117647058823,
R10,,E16941,SO2,230.58823529411762,
R10,,E16941,NOx,415.8247707775128,
R10,,E16961,PM2.5,90.19607843137254,
R10,,E16961,SO2,55.78431372549019,
R10,,E16961,NOx,158.8235294117647,
R10,,E16971,PM2.5,137.2549019607843,
R10,,E16971,SO2,51.07843137254902,
R10,,E16971,NOx,112.74509803921569,
R10,,E17011,PM2.5,43.72549019607843,
R10,,E17011,SO2,93.92156862745098,
R10,,E17011,NOx,175.19607843137254,
R10,,E17021,PM2.5,167.35294117647058,
R10,,E17021,SO2,414.52625962812147,
R10,,E17021,NOx,415.8247707775128,
R10,,E17041,PM2.5,165.7843137254902,
R10,,E17041,SO2,158.8235294117647,
R10,,E17041,NOx,163.8235294117647,
R10,,E17051,PM2.5,186.47058823529412,
R10,,E17051,SO2,159.80392156862746,
R10,,E17051,NOx,95.58823529411765,
R10,,E17081,PM2.5,119.21568627450979,
R10,,E17081,SO2,414.52625962812147,
R10,,E17081,NOx,415.8247707775128,
R10,,E17111,PM2.5,6372.058823529412,
R10,,E17111,SO2,143.33333333333331,
R10,,E17111,NOx,30.686274509803923,
R10,,E17121,PM2.5,155.98039215686273,
R10,,E17121,SO2,414.52625962812147,
R10,,E17121,NOx,122.74509803921569,
R10,,E17131,PM2.5,138.1372549019608,
R10,,E17131,SO2,176.37254901960785,
R10,,E17131,NOx,112.54901960784314,
R10,,E17141,PM2.5,144.11764705882354,
R10,,E17141,SO2,53.62745098039216,
R10,,E17141,NOx,48.33333333333333,
R10,,E17191,PM2.5,44.01960784313725,
R10,,E17191,SO2,110.3921568627451,
R10,,E17191,NOx,128.4313725490196,
R10,,E17231,PM2.5,99.60784313725489,
R10,,E17231,SO2,226.37254901960785,
R10,,E17231,NOx,172.74509803921566,
R10,,E17251,PM2.5,130.7843137254902,
R10,,E17251,SO2,183.52941176470586,
R10,,E17251,NOx,108.33333333333333,
R10,,E17261,PM2.5,68.13725490196079,
R10,,E17261,SO2,127.64705882352939,
R10,,E17261,NOx,121.66666666666666,
R10,,E17281,PM2.5,152.35294117647058,
R10,,E17281,SO2,110.68627450980392,
R10,,E17281,NOx,123.13725490196077,
R10,,E17351,PM2.5,393.2037917806419,
R10,,E17351,SO2,310.19607843137254,
R10,,E17351,NOx,415.8247707775128,
R10,,E17371,PM2.5,73.62745098039215,
R10,,E17371,SO2,86.27450980392156,
R10,,E17371,NOx,14.215686274509803,
R10,,E17441,PM2.5,95.3921568627451,
R10,,E17441,SO2,78.82352941176471,
R10,,E17441,NOx,150.19607843137254,
R10,,E17461,PM2.5,159.2156862745098,
R10,,E17461,SO2,414.52625962812147,
R10,,E17461,NOx,415.8247707775128,
R10,,E17471,PM2.5,18.725490196078432,
R10,,E17471,SO2,82.94117647058823,
R10,,E17471,NOx,415.8247707775128,
R10,,E17481,PM2.5,65.58823529411765,
R10,,E17481,SO2,109.2156862745098,
R10,,E17481,NOx,14.215686274509803,
R10,,E17511,PM2.5,127.94117647058823,
R10,,E17511,SO2,414.52625962812147,
R10,,E17511,NOx,188.43137254901958,
R10,,E17581,PM2.5,94.11764705882352,
R10,,E17581,SO2,26.372549019607842,
R10,,E17581,NOx,102.15686274509804,
R10,,E17591,PM2.5,174.6078431372549,
R10,,E17591,SO2,187.64705882352942,
R10,,E17591,NOx,216.66666666666666,
R10,,E17631,PM2.5,393.2037917806419,
R10,,E17631,SO2,158.62745098039215,
R10,,E17631,NOx,216.9607843137255,
R10,,E17701,PM2.5,14.215686274509803,
R10,,E17701,SO2,227.2549019607843,
R10,,E17701,NOx,155.09803921568627,
R10,,E17711,PM2.5,92.15686274509804,
R10,,E17711,SO2,414.52625962812147,
R10,,E17711,NOx,415.8247707775128,
R10,,E17721,PM2.5,114.90196078431373,
R10,,E17721,SO2,191.66666666666666,
R10,,E17721,NOx,102.54901960784314,
R10,,E17731,PM2.5,83.62745098039215,
R10,,E17731,SO2,134.11764705882354,
R10,,E17731,NOx,85.58823529411764,
R10,,E17921,PM2.5,107.54901960784314,
R10,,E17921,SO2,165.19607843137254,
R10,,E17921,NOx,170.58823529411765,
R10,,E17951,PM2.5,207.94117647058823,
R10,,E17951,SO2,113.62745098039215,
R10,,E17951,NOx,193.52941176470588,
R10,,E18031,PM2.5,192.54901960784315,
R10,,E18031,SO2,107.84313725490196,
R10,,E18031,NOx,189.9019607843137,
R10,,E18071,PM2.5,85.19607843137256,
R10,,E18071,SO2,131.078431372549,
R10,,E18071,NOx,97.35294117647058,
R10,,E18081,PM2.5,147.74509803921566,
R10,,E18081,SO2,170.8823529411765,
R10,,E18081,NOx,133.8235294117647,
R10,,E18111,PM2.5,211.5686274509804,
R10,,E18111,SO2,159.41176470588235,
R10,,E18111,NOx,14.215686274509803,
R10,,E18141,PM2.5,206.078431372549,
R10,,E18141,SO2,100.88235294117648,
R10,,E18141,NOx,142.7450980392157,
R10,,E18161,PM2.5,393.2037917806419,
R10,,E18161,SO2,182.45098039215685,
R10,,E18161,NOx,90.09803921568628,
R10,,E18171,PM2.5,174.70588235294116,
R10,,E18171,SO2,414.52625962812147,
R10,,E18171,NOx,121.9607843137255,
R10,,E18191,PM2.5,225.98039215686273,
R10,,E18191,SO2,214.01960784313727,
R10,,E18191,NOx,103.62745098039215,
R10,,E18221,PM2.5,138.03921568627453,
R10,,E18221,SO2,52.450980392156865,
R10,,E18221,NOx,113.62745098039215,
R10,,E18281,PM2.5,176.17647058823528,
R10,,E18281,SO2,7624.019607843137,
R10,,E18281,NOx,171.37254901960785,
R10,,E18301,PM2.5,393.2037917806419,
R10,,E18301,SO2,134.90196078431373,
R10,,E18301,NOx,140.0,
R10,,E18311,PM2.5,25.294117647058822,
R10,,E18311,SO2,102.84313725490196,
R10,,E18311,NOx,92.74509803921568,
R10,,E18351,PM2.5,110.29411764705883,
R10,,E18351,SO2,69.31372549019608,
R10,,E18351,NOx,229.31372549019608,
R10,,E18371,PM2.5,393.2037917806419,
R10,,E18371,SO2,86.56862745098039,
R10,,E18371,NOx,7624.019607843137,
R10,,E18401,PM2.5,73.72549019607844,
R10,,E18401,SO2,98.13725490196077,
R10,,E18401,NOx,243.33333333333331,
R10,,E18421,PM2.5,35.0,
R10,,E18421,SO2,186.27450980392157,
R10,,E18421,NOx,9802.450980392157,
R10,,E18431,PM2.5,188.8235294117647,
R10,,E18431,SO2,52.745098039215684,
R10,,E18431,NOx,63.92156862745098,
R10,,E18441,PM2.5,132.94117647058823,
R10,,E18441,SO2,231.8627450980392,
R10,,E18441,NOx,138.62745098039215,
R10,,E18471,PM2.5,142.84313725490196,
R10,,E18471,SO2,7624.019607843137,
R10,,E18471,NOx,97.35294117647058,
R10,,E18481,PM2.5,173.921568627451,
R10,,E18481,SO2,90.88235294117648,
R10,,E18481,NOx,116.27450980392156,
R10,,E18521,PM2.5,393.2037917806419,
R10,,E18521,SO2,178.0392156862745,
R10,,E18521,NOx,103.92156862745098,
R10,,E18551,PM2.5,84.50980392156863,
R10,,E18551,SO2,414.52625962812147,
R10,,E18551,NOx,213.8235294117647,
R10,,E18591,PM2.5,166.07843137254903,
R10,,E18591,SO2,171.9607843137255,
R10,,E18591,NOx,146.37254901960785,
R10,,E18641,PM2.5,222.74509803921566,
R10,,E18641,SO2,16.372549019607842,
R10,,E18641,NOx,415.8247707775128,
R10,,E18681,PM2.5,212.45098039215685,
R10,,E18681,SO2,122.74509803921569,
R10,,E18681,NOx,148.62745098039215,
R10,,E18691,PM2.5,98.43137254901961,
R10,,E18691,SO2,101.86274509803921,
R10,,E18691,NOx,172.15686274509804,
R10,,E18721,PM2.5,134.80392156862746,
R10,,E18721,SO2,59.411764705882355,
R10,,E18721,NOx,139.80392156862743,
R10,,E18741,PM2.5,155.7843137254902,
R10,,E18741,SO2,106.86274509803921,
R10,,E18741,NOx,103.82352941176471,
R10,,E18781,PM2.5,157.84313725490196,
R10,,E18781,SO2,116.07843137254902,
R10,,E18781,NOx,149.41176470588235,
R10,,E18791,PM2.5,45.98039215686274,
R10,,E18791,SO2,142.54901960784315,
R10,,E18791,NOx,415.8247707775128,
R10,,E18821,PM2.5,71.07843137254902,
R10,,E18821,SO2,104.80392156862746,
R10,,E18821,NOx,119.50980392156863,
R10,,E18831,PM2.5,75.19607843137256,
R10,,E18831,SO2,90.0,
R10,,E18831,NOx,216.47058823529412,
R10,,E18841,PM2.5,150.3921568627451,
R10,,E18841,SO2,61.76470588235294,
R10,,E18841,NOx,14.215686274509803,
R10,,E18901,PM2.5,393.2037917806419,
R10,,E18901,SO2,83.92156862745097,
R10,,E18901,NOx,16.764705882352942,
R10,,E18951,PM2.5,61.07843137254901,
R10,,E18951,SO2,141.5686274509804,
R10,,E18951,NOx,171.17647058823528,
R10,,E18991,PM2.5,175.6862745098039,
R10,,E18991,SO2,34.2156862745098,
R10,,E18991,NOx,116.47058823529412,
R10,,E19001,PM2.5,112.64705882352942,
R10,,E19001,SO2,125.78431372549021,
R10,,E19001,NOx,415.8247707775128,
R10,,E19021,PM2.5,182.7450980392157,
R10,,E19021,SO2,145.98039215686273,
R10,,E19021,NOx,8332.843137254902,
R10,,E19031,PM2.5,173.0392156862745,
R10,,E19031,SO2,120.3921568627451,
R10,,E19031,NOx,415.8247707775128,
R10,,E19081,PM2.5,233.43137254901958,
R10,,E19081,SO2,414.52625962812147,
R10,,E19081,NOx,14.215686274509803,
R10,,E19111,PM2.5,108.03921568627452,
R10,,E19111,SO2,158.33333333333334,
R10,,E19111,NOx,249.90196078431373,
R10,,E19181,PM2.5,91.37254901960785,
R10,,E19181,SO2,115.58823529411765,
R10,,E19181,NOx,54.411764705882355,
R10,,E19221,PM2.5,187.64705882352942,
R10,,E19221,SO2,414.52625962812147,
R10,,E19221,NOx,114.80392156862744,
R10,,E19251,PM2.5,93.03921568627452,
R10,,E19251,SO2,72.94117647058825,
R10,,E19251,NOx,110.98039215686275,
R10,,E19321,PM2.5,139.60784313725492,
R10,,E19321,SO2,122.25490196078431,
R10,,E19321,NOx,122.6470588235294,
R10,,E19341,PM2.5,119.01960784313727,
R10,,E19341,SO2,147.15686274509804,
R10,,E19341,NOx,287.3529411764706,
R10,,E19411,PM2.5,173.13725490196077,
R10,,E19411,SO2,140.2941176470588,
R10,,E19411,NOx,204.31372549019608,
R10,,E19451,PM2.5,61.07843137254901,
R10,,E19451,SO2,92.6470588235294,
R10,,E19451,NOx,129.2156862745098,
R10,,E19481,PM2.5,46.27450980392157,
R10,,E19481,SO2,200.0,
R10,,E19481,NOx,86.9607843137255,
R10,,E19551,PM2.5,68.03921568627452,
R10,,E19551,SO2,126.37254901960785,
R10,,E19551,NOx,415.8247707775128,
R10,,E19571,PM2.5,101.76470588235294,
R10,,E19571,SO2,24.607843137254903,
R10,,E19571,NOx,245.68627450980392,
R10,,E19601,PM2.5,156.96078431372547,
R10,,E19601,SO2,102.6470588235294,
R10,,E19601,NOx,152.7450980392157,
R10,,E19621,PM2.5,393.2037917806419,
R10,,E19621,SO2,87.54901960784314,
R10,,E19621,NOx,92.74509803921568,
R10,,E19671,PM2.5,393.2037917806419,
R10,,E19671,SO2,108.62745098039215,
R10,,E19671,NOx,77.25490196078431,
R10,,E19701,PM2.5,196.47058823529412,
R10,,E19701,SO2,189.60784313725492,
R10,,E19701,NOx,161.47058823529412,
R10,,E19761,PM2.5,8332.843137254902,
R10,,E19761,SO2,184.80392156862746,
R10,,E19761,NOx,14.215686274509803,
R10,,E19781,PM2.5,175.29411764705884,
R10,,E19781,SO2,150.98039215686273,
R10,,E19781,NOx,154.7058823529412,
R10,,E19821,PM2.5,113.62745098039215,
R10,,E19821,SO2,128.4313725490196,
R10,,E19821,NOx,415.8247707775128,
R10,,E19831,PM2.5,188.23529411764704,
R10,,E19831,SO2,9802.450980392157,
R10,,E19831,NOx,44.11764705882353,
R10,,E19841,PM2.5,393.2037917806419,
R10,,E19841,SO2,414.52625962812147,
R10,,E19841,NOx,415.8247707775128,
R10,,E19861,PM2.5,144.31372549019608,
R10,,E19861,SO2,172.84313725490196,
R10,,E19861,NOx,81.37254901960785,
R10,,E19941,PM2.5,29.6078431372549,
R10,,E19941,SO2,189.11764705882354,
R10,,E19941,NOx,75.3921568627451,
R10,,E20001,PM2.5,92.3529411764706,
R10,,E20001,SO2,73.72549019607844,
R10,,E20001,NOx,155.29411764705884,
R10,,E20051,PM2.5,83.52941176470588,
R10,,E20051,SO2,69.21568627450979,
R10,,E20051,NOx,86.37254901960783,
R10,,E20091,PM2.5,164.01960784313727,
R10,,E20091,SO2,142.84313725490196,
R10,,E20091,NOx,186.27450980392157,
R10,,E20111,PM2.5,39.80392156862745,
R10,,E20111,SO2,109.90196078431372,
R10,,E20111,NOx,88.52941176470588,
R10,,E20121,PM2.5,75.0,
R10,,E20121,SO2,102.84313725490196,
R10,,E20121,NOx,41.07843137254902,
R10,,E20171,PM2.5,188.03921568627453,
R10,,E20171,SO2,414.52625962812147,
R10,,E20171,NOx,415.8247707775128,
R10,,E20191,PM2.5,393.2037917806419,
R10,,E20191,SO2,177.45098039215685,
R10,,E20191,NOx,151.9607843137255,
R10,,E20251,PM2.5,92.54901960784314,
R10,,E20251,SO2,203.62745098039215,
R10,,E20251,NOx,89.6078431372549,
R10,,E20281,PM2.5,55.98039215686275,
R10,,E20281,SO2,414.52625962812147,
R10,,E20281,NOx,145.58823529411765,
R10,,E20301,PM2.5,76.66666666666667,
R10,,E20301,SO2,7624.019607843137,
R10,,E20301,NOx,185.98039215686273,
R10,,E20341,PM2.5,170.2941176470588,
R10,,E20341,SO2,85.19607843137256,
R10,,E20341,NOx,203.72549019607843,
R10,,E20351,PM2.5,393.2037917806419,
R10,,E20351,SO2,163.92156862745097,
R10,,E20351,NOx,22.941176470588232,
R10,,E20541,PM2.5,199.70588235294116,
R10,,E20541,SO2,193.13725490196077,
R10,,E20541,NOx,415.8247707775128,
R10,,E20561,PM2.5,41.372549019607845,
R10,,E20561,SO2,127.84313725490196,
R10,,E20561,NOx,8332.843137254902,
R10,,E20671,PM2.5,89.80392156862744,
R10,,E20671,SO2,414.52625962812147,
R10,,E20671,NOx,230.88235294117646,
R10,,E20681,PM2.5,84.31372549019608,
R10,,E20681,SO2,94.11764705882352,
R10,,E20681,NOx,128.8235294117647,
R10,,E20721,PM2.5,43.52941176470588,
R10,,E20721,SO2,99.11764705882352,
R10,,E20721,NOx,223.0392156862745,
R10,,E20761,PM2.5,211.37254901960785,
R10,,E20761,SO2,83.4313725490196,
R10,,E20761,NOx,183.43137254901958,
R10,,E20821,PM2.5,89.50980392156862,
R10,,E20821,SO2,114.90196078431373,
R10,,E20821,NOx,94.01960784313727,
R10,,E20871,PM2.5,162.64705882352942,
R10,,E20871,SO2,156.86274509803923,
R10,,E20871,NOx,152.6470588235294,
R10,,E20881,PM2.5,112.74509803921569,
R10,,E20881,SO2,39.31372549019608,
R10,,E20881,NOx,79.70588235294117,
R10,,E20901,PM2.5,393.2037917806419,
R10,,E20901,SO2,163.92156862745097,
R10,,E20901,NOx,188.72549019607843,
R10,,E20961,PM2.5,144.70588235294116,
R10,,E20961,SO2,122.15686274509802,
R10,,E20961,NOx,154.90196078431373,
R10,,E20981,PM2.5,393.2037917806419,
R10,,E20981,SO2,130.49019607843135,
R10,,E20981,NOx,14.215686274509803,
R10,,E21051,PM2.5,393.2037917806419,
R10,,E21051,SO2,414.52625962812147,
R10,,E21051,NOx,121.86274509803921,
R10,,E21121,PM2.5,68.82352941176471,
R10,,E21121,SO2,414.52625962812147,
R10,,E21121,NOx,415.8247707775128,
R10,,E21151,PM2.5,393.2037917806419,
R10,,E21151,SO2,173.52941176470588,
R10,,E21151,NOx,150.3921568627451,
R10,,E21171,PM2.5,90.19607843137254,
R10,,E21171,SO2,32.745098039215684,
